Class	Gene	Accession	Drug
tetracycline	tet(O/W/32/O)_2	FM164392	tetracycline
tetracycline	tet(O/W/32/O)_3	FR823304	tetracycline
tetracycline	tet(O/W/32/O)_4	FR824044	tetracycline
tetracycline	tet(O/W/32/O)_5	JQ740053	tetracycline
tetracycline	tet(O/W/32/O/W/O)_1	DQ525023	tetracycline
tetracycline	tet(O/W/32/O/W/O)_2	DQ679926	tetracycline
tetracycline	tet(O/32/O)_1	JQ740052	tetracycline
tetracycline	tet(0/32/0)_2	AJ295238	tetracycline
tetracycline	tet(0/32/0)_3	NZ_AUJS01000017	tetracycline
tetracycline	tet(0/32/0)_4	AINH01000038	tetracycline
tetracycline	tet(0/32/0)_5	NZ_AINJ01000054	tetracycline
tetracycline	tet(0/32/0)_6	AIOQ01000025	tetracycline
tetracycline	tet(0/32/0)_7	FP929050	tetracycline
tetracycline	tet(S/M)_1	HM367711	tetracycline
tetracycline	tet(S/M)_2	AY534326	tetracycline
tetracycline	tet(W/32/O)_1	AM710601	tetracycline
tetracycline	tet(W/32/O)_2	AM710602	tetracycline
tetracycline	tet(W/32/O)_3	AM710603	tetracycline
tetracycline	tet(W/32/O)_4	AM710604	tetracycline
tetracycline	tet(W/32/O)_5	AM	tetracycline
trimethoprim	dfrA27_1	FJ459817	trimethoprim
trimethoprim	dfrA31_1	AB200915	trimethoprim
trimethoprim	dfrA12_1	AB571791	trimethoprim
trimethoprim	dfrA30_1	AM997279	trimethoprim
trimethoprim	dfrK_1	FN377602	trimethoprim
trimethoprim	dfrA23_1	AJ746361	trimethoprim
trimethoprim	dfrA15_1	HM449019	trimethoprim
trimethoprim	dfrA22_1	HM173356	trimethoprim
trimethoprim	dfrA17_1	FJ460238	trimethoprim
trimethoprim	dfrB2_1	DQ839391	trimethoprim
trimethoprim	dfrA14_1	DQ388123	trimethoprim
trimethoprim	dfrA16_1	DQ316603	trimethoprim
trimethoprim	dfrA25_1	DQ267940	trimethoprim
trimethoprim	dfrA10_1	L06418	trimethoprim
trimethoprim	dfrK_4	FN677369	trimethoprim
trimethoprim	dfrB1_2	U36276	trimethoprim
trimethoprim	dfrK_8	FN812951	trimethoprim
trimethoprim	dfrA3b_1	AY878717	trimethoprim
trimethoprim	dfrA16_1	FN561628	trimethoprim
trimethoprim	dfrB4_1	FM877484	trimethoprim
trimethoprim	dfrB3_1	FM877478	trimethoprim
trimethoprim	dfrA28_2	FM877476	trimethoprim
trimethoprim	dfrA1_25	AJ844287	trimethoprim
trimethoprim	dfrA1_30	JQ690541	trimethoprim
trimethoprim	dfrA21_1	AM932669	trimethoprim
trimethoprim	dfrA26_1	AM403715	trimethoprim
trimethoprim	dfrA15b_1	AJ867237	trimethoprim
trimethoprim	dfrA13_1	Z50802	trimethoprim
trimethoprim	dfrA1_2	AJ419168	trimethoprim
trimethoprim	dfrG_1	AB205645	trimethoprim
trimethoprim	dfrA6_1	Z86002	trimethoprim
trimethoprim	dfrA7_1	AJ419170	trimethoprim
trimethoprim	dfrA1_5	AJ238350	trimethoprim
trimethoprim	dfrA20_1	AJ605332	trimethoprim
trimethoprim	dfrA1_1	X00926	trimethoprim
trimethoprim	dfrA3_1	J03306	trimethoprim
trimethoprim	dfrA5_1	X12868	trimethoprim
trimethoprim	dfrA7_1	JF806498	trimethoprim
trimethoprim	dfrA8_1	U10186	trimethoprim
trimethoprim	dfrA9_1	X57730	trimethoprim
trimethoprim	dfrA14_1	Z50805	trimethoprim
trimethoprim	dfrA16_1	AF077008	trimethoprim
trimethoprim	dfrA18_1	AJ310778	trimethoprim
trimethoprim	dfrA24_1	AJ972619	trimethoprim
trimethoprim	dfrA29_1	AM237806	trimethoprim
trimethoprim	dfrA32_1	GU067642	trimethoprim
trimethoprim	dfrA33_1	FM957884	trimethoprim
trimethoprim	dfrB3_1	X72585	trimethoprim
trimethoprim	dfrB5_1	AY943084	trimethoprim
trimethoprim	dfrB6_1	DQ274503	trimethoprim
trimethoprim	dfrB7_1	DQ993182	trimethoprim
trimethoprim	dfrB8_1	GU295656	trimethoprim
trimethoprim	dfrD_1	Z50141	trimethoprim
