Class	Gene	Accession	Drug
beta-lactam	blaIMP-34_1	AB715422	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-35_1	JF816544	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-37_1	JX131372	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-38_1	HQ875573	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-40_1	AB753457	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-41_1	AB753458	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-42_1	AB753456	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-43_1	AB777500	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-44_1	AB777501	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-1_1	Y18050	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-2_1	AF302086	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-3_1	AF300454	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-4_1	EU581706	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-5_1	DQ023222	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-6_1	AY165025	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-7_1	AJ536835	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-8_1	AY524987	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-9_1	AY524988	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-10_1	AY524989	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-11_1	AY605049	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-12_1	DQ143913	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-13_1	DQ365886	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-14_1	FJ445404	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-15_1	EU419745	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-16_1	EU419746	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-17_1	EU118148	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-18_1	AM778091	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-19_1	FJ499397	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-20_1	GQ414736	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-23_1	GQ242167	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-24_1	HM855205	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-25_1	HM750249	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-26_1	FR748153	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-27_1	HQ858608	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-28_1	JF900599	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-29_1	JX311308	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-30_1	JN129451	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-31_1	JN982330	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-32_1	JN676230	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-33_1	JX258134	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-34_1	JX013656	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-35_1	JX982634	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-36_1	JX982635	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-37_1	JX982636	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaVIM-38_1	KC469971	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-1_1	FN396876	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-2_1	JF703135	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-3_1	JQ734687	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-4_1	JQ348841	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-5_1	JN104597	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-6_1	JN967644	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-7_1	JX262694	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-8_1	AB744718	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-9_1	KC999080	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-10_1	KF361506	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-12_1	AB926431	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaNDM-13_1	LC012596	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-1_1	HQ170511	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-2_1	AF326355	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-3_1	AB113580	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-4_1	AB116723	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-5_1	DQ236171	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-6_1	AY494718	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-7_1	HM453325	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-8_1	AF329699	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-9_1	AY920928	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-10_1	FJ820124	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-11_1	FJ854362	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-12_1	FN554543	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-13_1	GU169702	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-14_1	GU207844	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-15_1	GU208678	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-16_1	HM173356	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-17_1	HQ874631	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-18_1	JQ028729	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-19_1	JN596280	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-20_1	JN596280	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-21_1	JQ772478	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-22_1	JX023441	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaGES-23_1	KF179354	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMI-1_1	U50278	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMI-2_1	DQ173429	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMI-3_1	GU015024	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaSFC-1_1	AY354402	ampicillin,meropenem
beta-lactam	blaSME-1_1	Z28968	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaSME-2_1	AF275256	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaSME-3_1	AY584237	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaFRI-1_1	KT192551	ampicillin,meropenem
beta-lactam	blaBRO-1_1	Z54180	ampicillin
beta-lactam	blaBRO-2_1	Z54181	ampicillin
beta-lactam	blaBKC-1_1	KP689347	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMI-5_1	KT599915 	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-297_1	NG049592	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-296_1	NG049591	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-295_1	NG049590	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-294_1	NG049589	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-292_1	NG049588	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-291_1	NG049587	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-288_1	NG049585	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-286_1	NG049584	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-279_1	NG049576	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-275_1	NG049572	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-274_1	NG049571	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-266_1	NG049562	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-185_1	JQ396379	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-184_1	JQ396378	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-159_1	KP771987	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-158_1	KP771986	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-157_1	KP771985	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-156_1	KP771984	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-155_1	KP771983	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-154_1	KP771982	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-153_1	KP771981	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-151_1	KP771979	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaOXA-152_1	KP771980	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-58_1	KU647281	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
colistin	mcr-1_1	KP347127	colistin
colistin	mcr-1.2_1	KX236309	colistin
colistin	mcr-1.3_1	KU934208	colistin
colistin	mcr-1.4_1	KY041856	colistin
colistin	mcr-1.5_1	KY283125	colistin
colistin	mcr-1.6_1	KY352406	colistin
colistin	mcr-1.7_1	KY488488	colistin
colistin	mcr-1.8_1	KY683842	colistin
colistin	mcr-1.9_1	KY964067	colistin
colistin	mcr-1.10_1	MF176238	colistin
colistin	mcr-1.11_1	KY853650	colistin
colistin	mcr-1.12_1	LC337668	colistin
colistin	mcr-2_1	LT598652	colistin
colistin	mcr-2.2_1	NG055496	colistin
colistin	mcr-3_1	NG055493	colistin
colistin	mcr-3_2	NG055497	colistin
colistin	mcr-3.1	KY924928	colistin
colistin	mcr-3.2_1	NG055523	colistin
colistin	mcr-3.4_1	NG055492	colistin
colistin	mcr-3.5_1	MF463699	colistin
colistin	mcr-3.10_1	MG214533	colistin
colistin	mcr-3.11_1	MG489958	colistin
colistin	mcr-4_1	MF543359	colistin
colistin	mcr-4.2_1	MG581979	colistin
colistin	mcr-4.2_2	MG026621	colistin
colistin	mcr-4.3_1	ERS1801979	colistin
colistin	mcr-5_1	KY807921	colistin
colistin	mcr-5.2_1	MG384740	colistin
colistin	mcr-6_1	MF176240	colistin
colistin	mcr-7_1	MG267386	colistin
colistin	mcr-7.1_1	MG267386	colistin
fosfomycin	fosB1_1	CP001903	fosfomycin
fosfomycin	fosX_1	AP010904	fosfomycin
fosfomycin	fos_1	ACCV01000052	fosfomycin
fosfomycin	fosB3_1	HQ219726	fosfomycin
fosfomycin	fosB2_1	AE016879	fosfomycin
fosfomycin	fosB_1	X54227	fosfomycin
fosfomycin	fosB_2	X89875	fosfomycin
fosfomycin	fosA5_1	EU195449	fosfomycin
fosfomycin	fosA4_1	AB908992	fosfomycin
fosfomycin	fosA3_1	AB522970	fosfomycin
fosfomycin	fosA2_1	EU487198	fosfomycin
fosfomycin	fosA_1	M85195	fosfomycin
fosfomycin	fosX_2	AL591981	fosfomycin
fosfomycin	fosK_1	AB917040	fosfomycin
fosfomycin	fosX_3	CP003505	fosfomycin
fosfomycin	fosX_4	DQ342344	fosfomycin
fosfomycin	fosG_1	DQ112222	fosfomycin
fosfomycin	fosF_1	AY294333	fosfomycin
fosfomycin	fosE_1	AB901041	fosfomycin
fosfomycin	fosD_1	KC989517	fosfomycin
fosfomycin	fosC2_1	AB522969	fosfomycin
fosfomycin	fosC_1	Z33413	fosfomycin
fosfomycin	fosB_3	ACHE01000077	fosfomycin
fosfomycin	fosB_4	CP000029	fosfomycin
fosfomycin	fosB_5	AJ605334	fosfomycin
fosfomycin	fosA_3	ACWO01000079	fosfomycin
fosfomycin	fosA_4	ACWU01000146	fosfomycin
fosfomycin	fosA_5	AFBO01000747	fosfomycin
fosfomycin	fomB_1	AB016934	fosfomycin
fosfomycin	fomA_1	AB016934	fosfomycin
fosfomycin	fos_2	FN543093	fosfomycin
fosfomycin	fosE_2	AY029772	fosfomycin
fosfomycin	fosA7_1	LAPJ01000014	fosfomycin
fosfomycin	fosB5_1	KT032253	fosfomycin
fosfomycin	fosB6_1	KR870314	fosfomycin
fosfomycin	fosB4_1	KR870311	fosfomycin
fosfomycin	fosB1_2	KP795112	fosfomycin
fosfomycin	fosA_7	AEXB01000013	fosfomycin
fosfomycin	fosA_2	AGDM01000012	fosfomycin
fosfomycin	fosA6_1	KU254579	fosfomycin
fosfomycin	fosA_6	ACZD01000244	fosfomycin
fusidicacid	fusB_1	AM292600	fusidic acid
fusidicacid	fusB_3	JF777505	fusidic acid
glycopeptide	VanR-A_1	FJ866609	vancomycin
glycopeptide	VanH-A_1	FJ866609	vancomycin
glycopeptide	VanA_1	FJ866609	vancomycin
glycopeptide	VanX-A_1	FJ866609	vancomycin
glycopeptide	VanY-A_1	FJ866609	vancomycin
glycopeptide	VanZ-A_1	FJ866609	vancomycin
glycopeptide	VanS-A_2	M97297	vancomycin
glycopeptide	VanA_2	M97297	vancomycin
glycopeptide	VanY-A_2	M97297	vancomycin
glycopeptide	VanR-B_1	AF192329	vancomycin
glycopeptide	VanS-B_1	AF192329	vancomycin
glycopeptide	VanY-B_1	AF192329	vancomycin
glycopeptide	VanW-B_1	AF192329	vancomycin
glycopeptide	VanH-B_1	AF192329	vancomycin
glycopeptide	VanB_1	AF192329	vancomycin
glycopeptide	VanX-B_1	AF192329	vancomycin
glycopeptide	VanC_1	AF162694	vancomycin
glycopeptide	VanXY-C_1	AF162694	vancomycin
glycopeptide	VanT-C_1	AF162694	vancomycin
glycopeptide	VanR-C_1	AF162694	vancomycin
glycopeptide	VanS-C_1	AF162694	vancomycin
glycopeptide	VanC_2	DQ022190	vancomycin
glycopeptide	VanT-C_1	DQ022190	vancomycin
glycopeptide	VanS-C_2	DQ022190	vancomycin
glycopeptide	VanC_3	EU151752	vancomycin
glycopeptide	VanXY-C_3	EU151752	vancomycin
glycopeptide	VanT-C_2	EU151752	vancomycin
glycopeptide	VanR-C_3	EU151752	vancomycin
glycopeptide	VanS-C_3	EU151752	vancomycin
glycopeptide	VanC_4	EU151753	vancomycin
glycopeptide	VanXY-C_4	EU151753	vancomycin
glycopeptide	VanT-C_3	EU151753	vancomycin
glycopeptide	VanR-C_4	EU151753	vancomycin
glycopeptide	VanS-C_4	EU151753	vancomycin
glycopeptide	VanC_5	EU151754	vancomycin
glycopeptide	VanXY-C_5	EU151754	vancomycin
glycopeptide	VanR-D_1	AB242319	vancomycin
glycopeptide	VanS-D_1	AB242319	vancomycin
glycopeptide	VanY-D_1	AB242319	vancomycin
glycopeptide	VanH-D_1	AB242319	vancomycin
glycopeptide	VanD_1	AB242319	vancomycin
glycopeptide	VanX-D_1	AB242319	vancomycin
glycopeptide	VanR-D_2	AF175293	vancomycin
glycopeptide	VanS-D_2	AF175293	vancomycin
glycopeptide	VanY-D_2	AF175293	vancomycin
glycopeptide	VanH-D_2	AF175293	vancomycin
glycopeptide	VanD_2	AF175293	vancomycin
glycopeptide	VanX-D_2	AF175293	vancomycin
glycopeptide	VanY-D_3	AY082011	vancomycin
glycopeptide	VanH-D_3	AY082011	vancomycin
glycopeptide	VanD_3	AY082011	vancomycin
glycopeptide	VanR-D_4	AY489045	vancomycin
glycopeptide	VanS-D_3	AY489045	vancomycin
glycopeptide	VanY-D_4	AY489045	vancomycin
glycopeptide	VanH-D_4	AY489045	vancomycin
glycopeptide	VanD_4	AY489045	vancomycin
glycopeptide	VanX-D_4	AY489045	vancomycin
glycopeptide	VanR-F_1	AF155139	vancomycin
glycopeptide	VanS-F_1	AF155139	vancomycin
glycopeptide	VanY-F_1	AF155139	vancomycin
glycopeptide	VanZ-F_1	AF155139	vancomycin
glycopeptide	VanH-E_1	AF155139	vancomycin
glycopeptide	VanE_1	AF155139	vancomycin
glycopeptide	VanX-E_1	AF155139	vancomycin
glycopeptide	VanU-G_1	AY271782	vancomycin
glycopeptide	VanR-G_1	AY271782	vancomycin
glycopeptide	VanS-G_1	AY271782	vancomycin
glycopeptide	VanY-G_1	DQ212986	vancomycin
glycopeptide	VanW-G_1	AY271782	vancomycin
glycopeptide	VanG_1	AY271782	vancomycin
glycopeptide	VanXY-G_1	AY271782	vancomycin
glycopeptide	VanT-G_1	AY271782	vancomycin
glycopeptide	VanL_1	EU250284	vancomycin
glycopeptide	VanXY-L_1	EU250284	vancomycin
glycopeptide	VanTm-L_1	EU250284	vancomycin
glycopeptide	VanTr-L_1	EU250284	vancomycin
glycopeptide	VanR-L_1	EU250284	vancomycin
glycopeptide	VanS-L_1	EU250284	vancomycin
glycopeptide	VanR-M_1	FJ349556	vancomycin
glycopeptide	VanS-M_1	FJ349556	vancomycin
glycopeptide	VanY-M_1	FJ349556	vancomycin
glycopeptide	VanH-M_1	FJ349556	vancomycin
glycopeptide	VanM_1	FJ349556	vancomycin
glycopeptide	VanX-M_1	FJ349556	vancomycin
glycopeptide	VanH-Sc_1	AL939117	vancomycin
glycopeptide	ddlA2-Sc_2	AL939117	vancomycin
glycopeptide	VanX-Sc_1	AL939117	vancomycin
glycopeptide	VanR-Pt_3	DQ018710	vancomycin
glycopeptide	VanS-Pt_3	DQ018710	vancomycin
glycopeptide	VanH-Pt_3	DQ018710	vancomycin
glycopeptide	VanPt_3	DQ018710	vancomycin
glycopeptide	VanX-Pt_3	DQ018710	vancomycin
glycopeptide	VanY-Pt_3	DQ018710	vancomycin
glycopeptide	VanZ-Pt_3	DQ018710	vancomycin
glycopeptide	VanR-Pt2_4	AY926880	vancomycin
glycopeptide	VanS-Pt2_4	AY926880	vancomycin
glycopeptide	VanH-Pt2_4	AY926880	vancomycin
glycopeptide	VanPt2_4	AY926880	vancomycin
glycopeptide	VanX-Pt2_4	AY926880	vancomycin
glycopeptide	VanY-Pt2_4	AY926880	vancomycin
glycopeptide	VanR-Pt_5	DQ018711	vancomycin
glycopeptide	VanS-Pt_5	DQ018711	vancomycin
glycopeptide	VanW-Pt_2	DQ018711	vancomycin
glycopeptide	VanH-Pt_5	DQ018711	vancomycin
glycopeptide	VanPt_5	DQ018711	vancomycin
glycopeptide	VanX-Pt_5	DQ018711	vancomycin
glycopeptide	VanY-Pt_5	DQ018711	vancomycin
glycopeptide	VanZ-Pt_4	DQ018711	vancomycin
glycopeptide	VanH-Ac1_6	DQ246438	vancomycin
glycopeptide	VanX-Ac1_6	DQ246438	vancomycin
glycopeptide	VanH-Ac2_7	AY618461	vancomycin
glycopeptide	VanX-Ac2_7	AY618461	vancomycin
glycopeptide	VanH-Ao1_8	AF060799	vancomycin
glycopeptide	VanX-Ao1_8	AF060799	vancomycin
glycopeptide	VanH-Ao2_9	HQ679900	vancomycin
glycopeptide	VanAo2_6	HQ679900	vancomycin
glycopeptide	VanX-Ao2_9	HQ679900	vancomycin
glycopeptide	VanH-A(Bc)_7	Y15704	vancomycin
glycopeptide	VanN_1	JF802084	vancomycin
glycopeptide	VanXY-N_1	JF802084	vancomycin
glycopeptide	VanT-N_1	JF802084	vancomycin
glycopeptide	VanR-N_1	JF802084	vancomycin
glycopeptide	VanS-N_1	JF802084	vancomycin
macrolide	erm(A)_1	X03216	erythromycin,azithromycin
macrolide	erm(A)_2	AF002716	erythromycin,azithromycin
macrolide	erm(A)_3	EU348758	erythromycin,azithromycin
macrolide	erm(B)_1	JN899585	erythromycin,azithromycin
macrolide	erm(B)_2	K00551	erythromycin,azithromycin
macrolide	erm(B)_6	AF242872	erythromycin,azithromycin
macrolide	erm(B)_7	AF368302	erythromycin,azithromycin
macrolide	erm(B)_9	AF299292	erythromycin,azithromycin
macrolide	erm(B)_10	U86375	erythromycin,azithromycin
macrolide	erm(B)_11	M19270	erythromycin,azithromycin
macrolide	erm(B)_12	U18931	erythromycin,azithromycin
macrolide	erm(B)_15	U48430	erythromycin,azithromycin
macrolide	erm(B)_18	X66468	erythromycin,azithromycin
macrolide	erm(B)_20	AF109075	erythromycin,azithromycin
macrolide	erm(B)_21	U35228	erythromycin,azithromycin
macrolide	erm(C)_1	V01278	erythromycin,azithromycin
macrolide	erm(C)_2	M19652	erythromycin,azithromycin
macrolide	erm(C)_3	M17990	erythromycin,azithromycin
macrolide	erm(C)_9	Y09001	erythromycin,azithromycin
macrolide	erm(C)_10	Y09002	erythromycin,azithromycin
macrolide	erm(C)_12	Y09003	erythromycin,azithromycin
macrolide	erm(C)_13	M13761	erythromycin,azithromycin
macrolide	erm(C)_14	M12730	erythromycin,azithromycin
macrolide	erm(C)_15	U82607	erythromycin,azithromycin
macrolide	erm(C)_16	AF019140	erythromycin,azithromycin
macrolide	erm(D)_1	M29832	erythromycin,azithromycin
macrolide	erm(D)_2	L08389	erythromycin,azithromycin
macrolide	erm(D)_3	M77505	erythromycin,azithromycin
macrolide	erm(E)_1	X51891	erythromycin,azithromycin
macrolide	erm(E)_2	M11200	erythromycin,azithromycin
macrolide	erm(F)_2	M17124	erythromycin,azithromycin
macrolide	erm(F)_3	M17808	erythromycin,azithromycin
macrolide	erm(F)_4	M62487	erythromycin,azithromycin
macrolide	erm(G)_1	M15332	erythromycin,azithromycin
macrolide	erm(G)_2	L42817	erythromycin,azithromycin
macrolide	erm(H)_1	M16503	erythromycin,azithromycin
macrolide	erm(N)_1	X97721	erythromycin,azithromycin
macrolide	erm(O)_1	M74717	erythromycin,azithromycin
macrolide	erm(O)_2	AJ223970	erythromycin,azithromycin
macrolide	erm(Q)_1	L22689	erythromycin,azithromycin
macrolide	erm(R)_2	AY623658	erythromycin,azithromycin
macrolide	erm(S)_1	M19269	erythromycin,azithromycin
macrolide	erm(T)_1	M64090	erythromycin,azithromycin
macrolide	erm(T)_2	AY894138	erythromycin,azithromycin
macrolide	erm(T)_3	AF310974	erythromycin,azithromycin
macrolide	erm(T)_4	AJ488494	erythromycin,azithromycin
macrolide	erm(V)_1	U59450	erythromycin,azithromycin
macrolide	erm(X)_1	M36726	erythromycin,azithromycin
macrolide	erm(X)_2	X51472	erythromycin,azithromycin
macrolide	erm(X)_3	U21300	erythromycin,azithromycin
macrolide	erm(X)_4	NC_005206	erythromycin,azithromycin
macrolide	erm(Y)_1	AB014481	erythromycin,azithromycin
macrolide	erm(Z)_1	AM709783	erythromycin,azithromycin
macrolide	erm(30)_1	AF079138	erythromycin,azithromycin
macrolide	erm(31)_1	AF079138	erythromycin,azithromycin
macrolide	erm(32)_1	AJ009971	erythromycin,azithromycin
macrolide	erm(34)_1	AY234334	erythromycin,azithromycin
